[CLS] 영덕 강구 ##항 ##의 치열 ##한 삶 ##과 조 ##요 ##함 ##을 함께 담아 봅니다 . [SEP]	-100 AD_CITY-B AD_BRAND-B AD_BRAND-I O O O O O O O O O O O O O -100
[CLS] 아직 준비 기간 ##이 ##라 구룡 ##포 ##과 ##메 ##기 보다 ##는 늦 ##어지 ##겠 ##습 ##니다 . [SEP]	-100 O O O O O AD_BRAND-B AD_BRAND-I AD_BRAND-I AD_BRAND-I AD_BRAND-I O O O O O O O O -100
[CLS] 불 ##당 ##동 ##에 있 ##는 < 발 ##할 ##라 > 로 온 ##가족 총출동 ~ [SEP]	-100 AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I O O O O AD_BRAND-B AD_BRAND-I AD_BRAND-I O O O O O O -100
[CLS] 대전 월 ##평동 카페 , 시 ##은 ##우 [SEP]	-100 AD_METRO-B AD_ADDRESS-B AD_ADDRESS-I O O AD_BRAND-B AD_BRAND-I AD_BRAND-I -100
[CLS] 1 ##년 전 상하 ##농 ##원 ##에 ##서 ##의 [SEP]	-100 O O O AD_BRAND-B AD_BRAND-I AD_BRAND-I O O O -100
[CLS] 영등포 타임스 ##퀘어 더 ##플레이 ##스 ##에 [SEP]	-100 AD_CITY-B AD_BRAND-B AD_BRAND-I AD_BRAND-I AD_BRAND-I AD_BRAND-I O -100
[CLS] 이마트 트레이 ##더스 ##에 ##서 그 ##릭 ##요 ##거 ##트 가격 좀 볼까 ##하 ##고 트레이 ##더스 먼저 방문 [SEP]	-100 AD_BRAND-B AD_BRAND-I AD_BRAND-I O O O O O O O O O O O O AD_BRAND-B AD_BRAND-I O O -100
[CLS] 운동 : 교보문고 갔 ##다 쇼핑 ( 약 ##3 ##시간 ) [SEP]	-100 O O AD_BRAND-B O O O O O O O O -100
[CLS] 용산 아이파크 ##에 이런 예쁜 카페 ##있 ##는 줄 몰랐 ##네 [SEP]	-100 AD_BRAND-B AD_BRAND-I O O O O O O O O O -100
[CLS] 아직 디디 ##피 못 ##가 ##본 분 ##들 [SEP]	-100 O AD_BRAND-B AD_BRAND-I O O O O O -100
[CLS] 2016 ##년 부터 시작 ##해 매년 9 ##월 광주 사직 ##공원 ##에 ##서 유료 ##공 ##연 ##으로 펼쳐졌 ##지만 , 올해 ##는 광주 ##세 ##계 ##수 ##영 ##선 ##수 ##권 ##대 ##회의 성공 ##을 기원 ##하 ##는 의미 ##에 ##서 7 ##월 13 ##일 ##부터 14 ##일 ##까 ##지 2 ##일 ##간 광주 ##음 ##악산 ##업 ##진흥 ##센터 피크 ##뮤 ##직 ##홀 ##과 광주 5 . 18 ##민주 ##광장 ##에 ##서 무료 ##공 ##연 ##으로 음악 ##팬 ##들 ##을 만 ##납니다 . [SEP]	-100 O O O O O O O O AD_METRO-B AD_BRAND-B AD_BRAND-I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O AD_BRAND-B AD_BRAND-I AD_BRAND-I AD_BRAND-I AD_BRAND-I AD_BRAND-I AD_BRAND-I AD_BRAND-I AD_BRAND-I AD_BRAND-I O AD_METRO-B AD_BRAND-B AD_BRAND-I AD_BRAND-I AD_BRAND-I AD_BRAND-I O O O O O O O O O O O O O -100
[CLS] 나무 ##도 곳곳 ##에 식재 ##되 ##어 자그마 ##한 공원 ##이 되 ##니 이래저래 운 ##천 ##저 ##수지 ##는 상무 ##지구 주민 ##들 ##에 ##겐 산소 ##와 같 ##은 역할 ##이다 . [SEP]	-100 O O O O O O O O O O O O O O AD_BRAND-B AD_BRAND-I AD_BRAND-I AD_BRAND-I O AD_DETAIL-B AD_DETAIL-I O O O O O O O O O O O -100
[CLS] 2019 ##년 7 ##월 12 ##일 부터 28 ##일 ##까 ##지 17 ##일 ##간 광주 남부 ##대 시립 ##국 ##제 수영장 , 남부 ##대 축구장 , 염 ##주 ##종 ##합 ##체육 ##관 , 조선대 축구장 , 여수 ##엑스 ##포 ##공원 등 ##에 ##서 열리 ##는 제 ##18 ##회 광주 ##F ##IN ##A ##세 ##계 ##수 ##영 ##선 ##수 ##권 ##대 ##회 많 ##은 관심 ##과 응원 ##부 ##탁 ##드 ##립니다 . [SEP]	O O O O O O O O O O O O O O O AD_METRO-B AD_BRAND-B AD_BRAND-I AD_BRAND-I AD_BRAND-I AD_BRAND-I AD_BRAND-I O AD_BRAND-B AD_BRAND-I AD_BRAND-I O AD_BRAND-B AD_BRAND-I AD_BRAND-I AD_BRAND-I AD_BRAND-I AD_BRAND-I O AD_BRAND-B AD_BRAND-I O AD_BRAND-B AD_BRAND-I AD_BRAND-I AD_BRAND-I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
[CLS] 월 ##출산 강진 ##다 ##원 ##은 수십 차례 ##는 왔 ##지만 올 때 ##마 ##다 힐링 ##이 되 ##는 곳 ##으로 실제로 봐야 제대로 된 감정 ##을 느낄 수 있 ##다 . [SEP]	-100 AD_DETAIL-B AD_DETAIL-I AD_BRAND-B AD_BRAND-I AD_BRAND-I O O O O O O O O O O O O O O O O O O O O O O O O O O O -100
[CLS] 조개 ##구이 ##를 먹 ##을 때 ##에 ##는 항상 청사 ##포 ##나 태종 ##대 ##에 갔었 ##는데 나 ##도 바닷가 ##마을 ##에 사 ##는 사람 ##이 되 ##었 ##으니 이제 더 ##이상 남의 ##마을 ##에 가 ##서 해산물 ##을 먹 ##지 않 ##아 ##도 된다 ! [SEP]	-100 O O O O O O O O O AD_BRAND-B AD_BRAND-I O AD_BRAND-B AD_BRAND-I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O -100
[CLS] 부산 ##광역 ##시 동래 ##구 중앙 ##대로 ##13 ##33 ##번 ##길 12 삼 ##소 ##헌 ##빌 ##딩 1 ##층 ( 온천 ##동 143 ##5 - 27 ) [SEP]	-100 AD_METRO-B AD_METRO-I AD_METRO-I AD_CITY-B AD_CITY-I AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_BRAND-B AD_BRAND-I AD_BRAND-I AD_BRAND-I AD_BRAND-I AD_DETAIL-B AD_DETAIL-I O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I O -100
[CLS] 노원 ##역 1 ##번 ##출 ##구 ##로 나오 ##면 [SEP]	-100 AD_BRAND-B AD_BRAND-I AD_DETAIL-B AD_DETAIL-I AD_DETAIL-I AD_DETAIL-I O O O -100
[CLS] 공기 ##도 상쾌 ##한 보라 ##매 ##공원 이 ##었 ##어요 ~ [SEP]	-100 O O O O AD_BRAND-B AD_BRAND-I AD_BRAND-I O O O O -100
[CLS] 지산 ##스키 ##장 안 ##에 ##있 ##는 렌탈 ##샵 말 ##고 [SEP]	-100 AD_BRAND-B AD_BRAND-I AD_BRAND-I O O O O O O O O -100
[CLS] 삼성 ##라이 ##온 ##즈 ##몰 ##에 ##서 사자 머리 ##띠 하나 구매 ##했 ##는데 [SEP]	-100 AD_BRAND-B AD_BRAND-I AD_BRAND-I AD_BRAND-I AD_BRAND-I O O O O O O O O O -100
[CLS] 서울 ##특별 ##시 종로구 동 ##숭 ##동 1 - 73 2 ##F [SEP]	-100 AD_METRO-B AD_METRO-I AD_METRO-I AD_CITY-B AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_DETAIL-B AD_DETAIL-I -100
[CLS] 서울 ##특별 ##시 서대문구 북 ##가 ##좌 ##동 45 ##3 북 ##가 ##좌 ##현 ##대 ( 아 ) 관리 ##실 [SEP]	-100 AD_METRO-B AD_METRO-I AD_METRO-I AD_CITY-B AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I AD_BRAND-B AD_BRAND-I AD_BRAND-I AD_BRAND-I AD_BRAND-I AD_METRO-I AD_METRO-I AD_METRO-I AD_DETAIL-B AD_DETAIL-I -100
[CLS] 서울 ##특별 ##시 서초구 헌 ##릉 ##로 260 ( 내 ##곡동 375 ) 지하 ##1 ##층 , 지상 1 ~ 6 ##층 [SEP]	-100 AD_METRO-B AD_METRO-I AD_METRO-I AD_CITY-B AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I O AD_ADDRESS-I AD_ADDRESS-I AD_ADDRESS-I O AD_DETAIL-B AD_DETAIL-I AD_DETAIL-I O AD_DETAIL-I AD_DETAIL-I AD_DETAIL-I AD_DETAIL-I AD_DETAIL-I -100
[CLS] 아트 ##원 ##씨 ##어 ##터 1 ##관 2 ##층 다녀왔 ##어요 [SEP]	-100 AD_BRAND-B AD_BRAND-I AD_BRAND-I AD_BRAND-I AD_BRAND-I AD_DETAIL-B AD_DETAIL-I AD_DETAIL-I AD_DETAIL-I O O -100
